Protocol,Sub_Sector,Daily_Revenue_USD,7d_Revenue_USD,30d_Revenue_USD
Superfund,Onchain Capital Allocator,4.1,29.250000000000004,73.92
Spectra V2,Yield,4.07,136.71,1064.1199999999997
Jupiter Lend DEX,Dexs,3.93,50.57,213.59000000000003
OkieSwap Stableswap,Dexs,3.84,62.55,159.51
SpringSui,Liquid Staking,3.8,658.1500000000001,1170.0399999999997
Velodrome V1,Dexs,3.62,36.08,193.35000000000002
Omni Terminal,Interface,3.6,115.86999999999999,143.63
Jupiter Limit,DEX Aggregator,3.56,238.56,1028.4299999999998
Katoshi Perps,Interface,3.56,24.33,70.88
PrimeFi,Lending,3.55,378.03,1540.1699999999998
Pharaoh CL,Dexs,3.5,85.94,362.61999999999995
zkSwap V2,Dexs,3.37,41.89000000000001,326.29
Ramses CL,Dexs,3.33,19.39,91.19000000000001
Ferra DLMM,Dexs,3.32,49.24,161.16
Yuzu Finance,Dexs,3.26,33.519999999999996,260.6799999999999
Thala CDP,CDP,3.24,22.680000000000007,100.49999999999996
Rubicon,Dexs,3.24,18.52,112.77
Cipher Perps,Interface,3.23,13.83,18.51
Velo Finance,Dexs,3.15,29.979999999999997,172.35
Valiant Trade Perps,Interface,3.1,25.26,108.42
Stabull Finance,Dexs,3.03,24.75,99.29999999999997
Ethervista,Dexs,3.01,19.9,145.86
Kintsu,Liquid Staking,2.92,24.169999999999998,105.31999999999998
Parallel Protocol V3,CDP,2.9,173.63,771.73
Defi Saver Perps,Interface,2.87,33.68,143.4
Coin98 Perps,Interface,2.85,7.630000000000001,62.019999999999996
Idle,Yield Aggregator,2.78,37.52,214.14
DoubleUp,Luck Games,2.74,75.61999999999999,198.79
Thaw,Luck Games,2.72,-3.3899999999999992,22.839999999999996
SpringSui Ecosystem,Liquid Staking,2.59,25.189999999999998,180.80999999999997
Phoenix Spot,Dexs,2.55,8.940000000000001,19.49
Bloxwap,Interface,2.51,70.73,476.17999999999995
Ooga Booga,DEX Aggregator,2.48,92.22000000000001,1096.8
MoonTrader Perps,Interface,2.44,28.16,1639.7
Gravity by Galxe,Chain,2.41,9.78,149.27
Tulipa Capital,Risk Curators,2.39,16.67,64.47
OkieSwap V3,Dexs,2.34,65.6,580.9700000000001
TermMax,Lending,2.3,2236.19,3283.0099999999998
Ferro,Dexs,2.23,95.5,978.14
Mento V2,Algo-Stables,2.22,55.330000000000005,17573.84
Lit.Trade,Interface,2.08,21.119999999999997,183.68000000000004
Ride Markets,DEX Aggregator,2.06,493.24,1811.9700000000003
Bedrock uniETH,Liquid Restaking,1.9,1410.96,5897.460000000001
Virtus Protocol CL,Dexs,1.87,199.44,961.9799999999999
Kayen Finance LST,Liquid Staking,1.87,17.66,150.92
Quiver Protocol,Liquidity Manager,1.85,21.51,116.18999999999998
Hyprearn Perps,Interface,1.81,98.55,492.83
Swapr V3,Dexs,1.79,26.849999999999998,157.73
ARMSys,Yield,1.77,26.680000000000003,722.7200000000001
BulbaSwap V2,Dexs,1.77,38.279999999999994,121.03999999999996
Radiant V2,Lending,1.73,274.87,1325.4599999999998
Fraxtal,Chain,1.7,20.27,93.81000000000002
ThalaSwap,Dexs,1.69,27.71,95.77999999999997
America.Fun,Launchpad,1.64,37.39,785.61
SomniaLend,Lending,1.63,2.86,11.980000000000002
Okto Wallet Perps,Interface,1.62,98.3,1206.6099999999997
marginfi LST,Liquid Staking,1.6,15.959999999999999,106.89000000000001
Umbrae,Dexs,1.59,61.61000000000001,147.87000000000003
Lithos,Dexs,1.56,22.35,127.52000000000002
cipher.rip,SoFi,1.56,1.5899999999999999,8.529999999999998
Lens Protocol,SoFi,1.55,9.260000000000002,50.36999999999999
Deepr Finance,Lending,1.5,6.07,42.03000000000001
Chainchat,SoFi,1.41,3.12,139.90000000000003
OpenChat,SoFi,1.4,11.03,309.30999999999995
Wompie,Yield,1.35,0.55,8.409999999999998
Wrapped HLP,Yield,1.33,64.60000000000001,815.4
SwapBased AMM,Dexs,1.27,11.34,45.68
AgentRanking,Launchpad,1.27,5.039999999999999,29.33
Ankr,Liquid Staking,1.27,27.27,4819.22
Merchant Moe DEX,Dexs,1.25,31.33,161.77999999999997
OmniHub,NFT Marketplace,1.25,10.75,49.83000000000001
flooor.fun,NFT Marketplace,1.25,90.89999999999999,556.8999999999999
AUTOfinance,Yield,1.24,2.84,33.76
AlfaClub,SoFi,1.24,18.400000000000002,178.79999999999993
Wei Name Service,Domains,1.24,56.09,2608.18
MinMax Finance,Dexs,1.24,2.18,5.879999999999998
JPG Store,NFT Marketplace,1.2,60.05,274.65
BaseX,Dexs,1.18,13.489999999999998,247.57999999999998
Verse,Dexs,1.16,99.8,229.75
Edgevana,Liquid Staking,1.14,5.2299999999999995,315.22999999999996
Boardwalk,Launchpad,1.13,19.59,142.14
Metropolis AMM,Dexs,1.1,13.32,36.96999999999999
SMARDEX AMM,Dexs,1.08,3.8800000000000003,18.419999999999995
swap.coffee,DEX Aggregator,1.05,10.53,70.99000000000001
FluidTokens,Lending,1.04,292.82,1028.0300000000002
Nile CL,Dexs,1.0,10.26,69.35
Crovia Aggregator,DEX Aggregator,0.98,2.16,17.089999999999996
AllBlue V2,Dexs,0.95,12.670000000000002,131.89999999999998
Arena Launch,Launchpad,0.94,58.470000000000006,223.73000000000002
SupSwap V3,Dexs,0.93,2.0700000000000003,5.779999999999999
Printr,Launchpad,0.89,52.78,775.53
Boba,Chain,0.88,17.439999999999998,126.89999999999999
Save SOL,Liquid Staking,0.86,0.91,0.91
Kuru Aggregator,DEX Aggregator,0.86,50.260000000000005,627.3199999999999
Sanctum Reserve,Yield,0.84,302.61999999999995,10544.75
Mythos,Chain,0.79,11.530000000000001,25.849999999999994
TrueCurrent,Derivatives,0.79,33.59,92.56
Crovia NFT Marketplace,NFT Marketplace,0.79,1.02,23.160000000000004
FluxBeam,Dexs,0.78,42.6,346.60999999999996
FlowX V3,Dexs,0.78,17.380000000000003,87.53000000000002
HEY,SoFi,0.78,80.33,356.02
GTR.trade Perps,Interface,0.76,7.109999999999999,203.67999999999998
Epsilon,DEX Aggregator,0.75,4.85,21.9
Arbitrum Exchange V2,Dexs,0.73,12.79,51.97
Kittenswap AMM,Dexs,0.72,15.92,183.67000000000002
Swapr V2,Dexs,0.71,7.629999999999999,55.69000000000002
Jellyverse,Dexs,0.7,0.7,1.73
Orchard,Gamified Mining,0.7,72.4,2752.7100000000005
moon.it,Launchpad,0.69,4.45,28.949999999999996
Muscadine,Risk Curators,0.68,1.9400000000000002,2.0100000000000002
SingularV,Risk Curators,0.68,4.97,22.509999999999998
Solidly V2,Dexs,0.68,4.65,24.479999999999997
Zebra V2,Dexs,0.63,6.199999999999999,46.88999999999999
RivrDEX,Dexs,0.62,4.63,30.76
SwapBased Concentrated Liquidity,Dexs,0.6,14.670000000000002,59.94
Everdex,Dexs,0.6,40.00999999999999,169.56
M11 Credit,Risk Curators,0.56,3.7899999999999996,14.51
Saphyre V2,Dexs,0.56,21.039999999999996,100.84000000000002
Mycelia Signal,Oracle,0.55,13797.85,13818.39
Gem Wallet Perps,Interface,0.55,7.42,56.3
JetSwap,Dexs,0.53,7.0,54.96000000000001
Powercity Flex Protocol,CDP,0.52,36.45,61.190000000000005
Hercules V2,Dexs,0.52,1.27,3.9799999999999995
Mobius Money,Dexs,0.51,4.819999999999999,36.29
KaspaCom Dex,Dexs,0.5,19.790000000000003,61.8
Trueo,Prediction Market,0.45,222.63000000000002,795.3799999999998
zkSwap V3,Dexs,0.43,5.270000000000001,54.3
Wombat Exchange,Dexs,0.43,13.53,54.34
Donut,Farm,0.43,3.6799999999999997,40.33
hypeRank,Interface,0.4,2.49,73.75000000000003
DackieSwap V3,Dexs,0.39,2.68,19.540000000000006
Bonker,Launchpad,0.38,24.259999999999998,79.7
RobinSwap V2,Dexs,0.38,6.69,44.67
Zyberswap AMM,Dexs,0.38,4.19,17.300000000000004
Seamless V1,Lending,0.36,5.1499999999999995,19.669999999999998
Kodiak V2,Dexs,0.34,4.59,24.479999999999993
Lybra V2,CDP,0.34,2.36,10.94
OolongSwap,Dexs,0.32,2.31,16.02
Enosys AMM V2,Dexs,0.32,2.4400000000000004,98.26000000000003
Ammalgam DLEX,Lending,0.31,2.03,6.199999999999999
Splash Protocol,Dexs,0.3,2.55,11.85
FVM Exchange,Dexs,0.29,4.12,38.04000000000002
Lynex V1,Dexs,0.29,4.89,20.669999999999998
UniDerp,Launchpad,0.28,0.4,2.1100000000000003
Nile Legacy,Dexs,0.26,2.09,24.180000000000003
NarBet,Luck Games,0.26,0.3800000000000001,345.66999999999996
Upheaval V3,Dexs,0.25,2.5400000000000005,57.989999999999995
HoodFrens,SoFi,0.25,28.159999999999997,670.67
Challenge4Trading Perp,Derivatives,0.25,0.81,16.58
Solidly V3,Dexs,0.24,3.8200000000000003,8.64
Rooster Protocol V2,Dexs,0.24,3.96,25.489999999999995
Splash Wallet Perps,Interface,0.24,568.57,6442.08
WESO DeFi,Dexs,0.22,0.13,0.13
Ramses Legacy,Dexs,0.21,4.7299999999999995,21.610000000000003
Pharaoh Legacy,Dexs,0.21,15.45,105.09000000000002
Segment Finance,Lending,0.2,21.009999999999998,151.62
JVault,Farm,0.2,5.5,28.059999999999995
MemeJob,Launchpad,0.19,0.9099999999999999,27.42
Sonne Finance,Lending,0.19,5.52,28.65
Helix Spot,Dexs,0.16,48.769999999999996,656.8100000000001
OkieSwap V2,Dexs,0.15,5.779999999999999,39.650000000000006
Alterscope,Risk Curators,0.15,0.35,0.35
HyperFX,DEX Aggregator,0.14,525.6500000000001,2285.51
Colend Protocol,Lending,0.14,639.01,1119.01
HyperWave,Yield,0.14,65.46,416.46999999999997
Durianfun DEX Aggregator,DEX Aggregator,0.14,1.4900000000000002,12.259999999999998
Bean Exchange,Dexs,0.13,1.3900000000000001,12.629999999999999
Sudoswap V2,NFT Marketplace,0.13,12.72,70.38
Retro,Dexs,0.13,0.56,3.4299999999999993
AlphaPilot,Interface,0.12,2.13,18.84
Emojicoin.fun,Launchpad,0.12,4.619999999999999,7.049999999999999
ZeroLend Lending,Lending,0.11,6.98,429.0
Movement,Chain,0.1,0.9400000000000001,9.04
SwapMode V3,Dexs,0.1,0.08,0.16
PriveX,Interface,0.1,42.54,145.98
Fanex,Launchpad,0.1,1.4000000000000001,278.5800000000001
Midas RWA,RWA,0.09,578.8399999999999,1256.92
Fenix Standard Pools,Dexs,0.09,0.45,0.7900000000000001
RH.fun,Launchpad,0.09,7.41,42.49
Element NFT Marketplace,NFT Marketplace,0.08,0.1,1.4700000000000002
SquadSwap Thanos,Dexs,0.07,0.6000000000000001,7513.57
SpookySwap V2,Dexs,0.07,8.669999999999998,30.15
Alphix,Dexs,0.06,2.5600000000000005,81.02000000000004
E3,Dexs,0.06,0.37,2.31
Yaka V2,Dexs,0.06,0.53,17.870000000000008
GunFun,Launchpad,0.06,3.35,40.179999999999986
DragonSwap V2 Kaia,Dexs,0.06,40.419999999999995,46.209999999999994
Sheriff V2,Dexs,0.05,0.56,4.61
BurrBear,Dexs,0.05,0.41000000000000003,1.7500000000000009
DashsWallet,Portfolio Tracker,0.04,0.07,0.08
Bifrost,Chain,0.04,0.32,1.5700000000000007
SpookySwap Perps,Interface,0.04,0.14,0.55
Garden,Cross Chain Bridge,0.04,1.94,2.0500000000000003
WigoSwap,Dexs,0.04,1.67,9.950000000000001
PurpsExchange,Dexs,0.03,0.36,2.1300000000000003
HoodMint,Launchpad,0.03,0.19999999999999998,2.2600000000000002
aelf,Chain,0.03,0.54,109.9
FusionX V2,Dexs,0.03,0.92,3.2899999999999996
Almanak,Onchain Capital Allocator,0.03,36.040000000000006,230.71
SpinUp DEX,Dexs,0.03,2.6799999999999997,10.620000000000005
Maia CL,Dexs,0.03,0.48999999999999994,1.9600000000000006
Lunar Finance Aggregator,DEX Aggregator,0.03,2.85,15.58
Valantis STEX,Dexs,0.03,4.93,636.82
Meridian AMM,Dexs,0.03,0.32000000000000006,2.3199999999999994
THENA PERPS,Derivatives,0.02,0.17,6.899999999999998
Varlamore Capital,Risk Curators,0.02,0.14,0.9100000000000004
Helios V3,Dexs,0.02,0.79,6.07
Lazy Summer Protocol,Yield Aggregator,0.02,0.15,0.29000000000000004
Rarible,Services,0.02,78.4,1873.3799999999999
Zebra V1,Dexs,0.02,0.13999999999999999,0.8300000000000003
SpiritSwap AMM,Dexs,0.02,5.19,18.789999999999996
Surf Liquid,Yield,0.02,0.14,1.5900000000000007
BendDAO Lending V2,NFT Lending,0.02,0.14,0.38000000000000006
Lunar Finance Bridge Aggregator,Bridge Aggregators,0.01,1.02,25.53
Hybra V2,Dexs,0.01,0.11,0.6600000000000004
BakerDAO,Reserve Currency,0.01,1.46,3.5300000000000002
Apex DeFi,Dexs,0.01,0.05,0.5000000000000001
Fragmetric,Liquid Restaking,0.01,123.69999999999999,1169.0199999999998
HumanFi,DEX Aggregator,0.01,0.28,7.34
Cleopatra CL,Dexs,0.01,1.5500000000000003,5.52
HX Finance,Dexs,0.01,0.23,1.1200000000000006
SquadSwap V2,Dexs,0.01,0.09999999999999999,0.41000000000000003
Barker,Yield Aggregator,0.01,0.09999999999999999,0.12
Loxodrome AMM,Dexs,0.01,0.09000000000000001,0.21999999999999997
